ROWKEY,COMMCONTENT
106769,取票方便，十一出游人太多。停车场爆满。
106770,值得一看，不愧为世界遗产！
106771,去的时间不合适，就是人多，多的喘不过气来，感觉比极地差一点
106772,环境不错，名胜古迹，值得一游，服务挺好
106773,我们早上自己驾车到那边还好早，然后 就去爬了秀峰，还到了东林寺，爬完山就去了天沐温泉，那里真的不错，那么多的池子，让我们在那里整整的呆了4-5个小时，呵呵，但还是不舍得离开哦，以后有机会我还会在去的哦
106774,景区内动物很多，交通方便。自驾开车游览，方便省时间。
106775,进大门，首先看到一个广场。广场中央是阿拉伯数字“100”雕像，名“百年颂”，是2003年8月15日为了迎接青岛啤酒的百年华诞而立。“百年颂”西边有啤酒瓶和酒杯雕像组成的**水池。广场上还有酒神雕像。青岛啤酒博物馆内则分三个游览区域：a馆：与历史对话——百年历史文化陈列区，b馆：与经典相遇——青岛啤酒的酿造工艺，c馆：与世界干杯——多功能互动休闲区。按a馆-b馆-c馆的顺序依次游览即可。酿造工艺区介绍啤酒的生产过程，陈列着生产啤酒用的原料和老设备最后到达的多功能区有一些娱乐项目，有骑自行车与3d画面互动的游戏等。
106776,同程的服务真的没话说～太棒了～方便又快捷～平遥古城真的不错～值得一游～会推荐朋友到平遥游玩～推荐朋友使用同程(^_^)
106777,非常好，可惜人太多啊。<LSY>今年没来得及去，还是去年去的，推荐4月20号前后去
106778,出发前在同程网上预订了10月4日的景点门票。10月3日中午抵达景区，由于时间尚早，正在考虑该如何打发多余的时间时，得知龙虎山景区允许购一次票，第2日仍可继续入园游玩（14点后购票入园，第2日仍可再次入园）。
106779,天气太热，游人太多，没有绿色植物，个个汗流夹背，虽然建筑精美，宫殿众多，但开放的极少，只能看外观，没心绪逛完，很快就出来了
106780,还行，就是路不好走，带孩子不能推婴儿车，只能抱着宝宝转了一圈，累**了！
106781,人不是很多，很过瘾，冲凉的水是热的
106782,挺快乐的旅程，天好，云好，衬托的景也好看。虽然故宫行程不是很远，但是历史也深厚，文化也深厚，不虚此行。赞一个！
106783,一房一村皆景，一路一店皆人
106784,景区只有两个看点，道教和悬棺表演，相比这个价格，比较单调，性价比一般吧！但是自然环境很不错，有个无蚊村大家要注意了，如果自助游没有请导游的，里面有个“景点导游”会主动给你讲解，会带到一个佛堂，里面不像真正的佛教，可能是骗钱的，里面的人会拿出一个捐款人的册子，里面都是捐了几百上万的人，让你自己写捐多少，有点强迫的意思，大家注意就是！
106785,陪父母游故宫博物院，很开心！
106786,黄鹤楼不错、人很多。要注意的是、地下停车场收费提示不正确。我们特意跑到地面交费、结果还是在地下出口处付费!白跑了
106787,这是全家第三次去龙华山温泉，真不错！
106788,漂流都大同小异，区别在于撑竹筏的人，可能武夷山的竹筏工是靠讲解的小费来做工资的，所以比龙虎山的竹筏工讲解的好。
106789,此次旅行深深感触到华山之奇秀险 比泰山还给力
106790,不错，很方便，一直用同程。
106791,古城很好，历史感浓郁，停车场和古城内商业气息更浓……卫生也该好好收拾一下。
106792,装修中，一团乱。管理一般
106793,内陆来的山里人，来到海边就想来海军博物馆看看军舰，所以一进门就直奔武器装备区，大门一看就是比较老旧的地方，进去一看，还真是这样，一大堆老旧的武器装备（十来驾老飞机，几辆老坦克，几架放空炮，十来挂老旧导弹集中的堆放在一起）一看就知道是随意堆放的。没有太多精彩之处，三艘建国后建造的老旧军舰依次排放在海边，不过登上军舰只有一二层部分开放区域，设备基本就是个铁壳子了，该拆的都拆了，。可能是期望的太高了吧，有点失望啊！室内馆很空，柜子里的一些资料潮湿发霉，实物展上都是灰尘，很多蚊子咬**了。体验真的不敢说好啊！
106794,虽然门票价格有些贵，但是觉得和景点还是能成正比的，上天台坐的是索道，之后就开启暴走模式，2日游的九华山变成了一日游，（这里说下，当天没有游完的可以去工作人员那登记下，第二天可以继续游的）因为是大年初四去的，正好赶上了第二天他们的迎财神，山上的住宿也基本要价到400起步一晚， 平日里免费的大巴车正月也变成每人50，还有当天快结束的时候也看到了肉身和尚像，总体来说这次的旅游也算比较圆满
106795,取票很方便，宏村的确很美，就是国庆期间人太多了。
106796,网购的票很是方便，买的学生票，不用取票直接刷身份证就入园了，今天人不是很多，但还是一大早就排满了，大部分是旅行团的，8点半开始检票安检，检票口十几个一起检，分分钟就进去了。故宫博物院不愧是我大中国门面，太大了，紫禁城太强大了。
106797,因为对野生动物园非常失望所以没有去，所以不知道
106798,很方便，可以！速度快！
106799,还可以，去的时候在整修，美中不足
106800,玩的很开心，没的说，表扬一下，好，了，好
106801,神圣的地方 一进去就肃然起敬 就是天儿太热 很不错的旅行
106802,第一次来宏村，感觉景色很不错
106803,景区很美，比较大。内容比较丰富。建议4至10月去，竹筏坐着不会冷了。而且水大。
106804,挺棒的，有机会还会来海底世界玩。
106805,非常值得一去的地方 美轮美奂 尤其是地下酒窖 布满大大小小的木桶 到处弥漫着酒的香味 
106806,还不错的，服务要很热情，声音很好听
106807,多次去了，挺好的，孩子玩的很高兴。
106808,同程的一元门票太好了，我是下午去的，人不多，在里面走了很多路，就当是散步了，有花有树，环境好，我们一直在里面玩到晚上，还看了音乐**泉，超级棒，希望同程以后多搞活动，赞一个！
106809,价格打折，服务不打折！
106810,非常不错，景区很大，玩的开心，推荐！
106811,还好玩，只是景点少了，公园景色还不错？？
106812,地址不好找，文艺人的好方，小朋友的兴趣不高，门票贵了。
106813,清明前一天去的。天气不怎么好。而且当天人太多了。不过作为标志性建筑还是值得一去的。
106814,取票的时候，非常便捷。
106815,人工东西太多，失去原始自然的风味。拉漂流船的卡车高分贝喇叭响彻群山，呼啸而过。而还有要命的是：本想清静清静，但是通过山上遍布各地的音箱一直在播放歌曲，无**角，俗不可耐。
106816,景区比较新，登上黄鹤楼看长江大桥和对面的龟山电视塔还比较震撼。感觉比滕王阁好些。
106817,知识丰富，趣味性强，人太多。
106818,不建议节假日去玩 没有想象的好 人太多了 脚后跟连着脚尖 ，玩完了去的海水浴场 水太脏了 人太多 和下饺子一样
106819,不错不错。很值得去一趟，就是走路很多地方都来不及去参观。
106820,超出预期，全过程一共花费200元左右，门票本来80，同程网订制需要48，建议乘车上下山，来回每人100元，如果自己走，大约10km，能累**。从龟蒙山主峰继续坐缆车看老寿星，非常好。很值得一去，空气也好。
106821,古城有60的票 其实也就逛那几个景点
106822,我坐飞机来到首都首先看到毛主席的像挂在天安门城墙上，是多么的伟大，我也很兴奋。终于见到敬爱的毛主席。只是早上可能要来早点，安检比较严，人多排队长，可以理解，这是安检的责任。我记得晚上去天安门排队一个小时，因身体不舒服，安检员还说你不累吗，从四川来北京参观故宫不易呀，很亲切的语言使人感动。故宫从午门进去，看了很多历史上的皇帝留下的遗产，过去皇宫建得很漂亮！60元的门票可便宜了，最少也得200元也值。外国领导来中国访华也回去参观故宫。我有机会了，会带上亲戚朋友来首都再玩!在天安门晚上必须去玩，夜景太美了!
106823,之前去过 很方便 虽然限流 但是人也太多了 很多团队参观 本来是特地看画展的 千里江山画展的人太多了 然后我就出来了
106824,很好，很方便，早点进去人少。
106825,女儿9岁了，玩的很开心，还想来，呵呵。。。
106826,取票方便快捷，还有优惠，景区也很不错，就是人太多了。
106827,网上买票入园很方便，游玩的也很过瘾。
106828,很好，就是节日里人多些！
106829,来玩记得周一不开放哦，景区恢弘大气，不错！
106830,还可以吧，毕竟是武汉的标志，但是这个门票价格真心希望降一下！
106831,一直向上爬山，景点不多，门票有些贵。
106832,还可以吧，票价有点贵，网上订和售票处买一样的，演出也没有单子上写的那么多
106833,并没有什么用？？？？
106834,水母馆发现很多水母其实已经**了 是靠水流冲着动，其他馆里也没有什么可玩的，就海底世界展馆稍大一点，有收钱喂所谓的吃奶鱼的，其实看着就想鲤鱼，奶瓶里其实就是泡了水的饲料，鱼吃的特别欢，感觉一定是非常非常饿，挺残忍的
106835,很方便就是折扣少了点，服务很好的
106836,非常方便快捷也很值得看还有雕刻展，1哦，支持同程旅游！
106837,这样的价格能玩到这么好的温泉很不错。下次有这样的活动还会来。
106838,价格和景区一样，就是免了排队，还不错。
106839,没有想象中的那么美，三叠泉也很一般，爬的累**了，还要另外的门票和缆车票共130多元，景区观光车服务还是很方便的。
106840,挺好的！有地下河漂流，坐着橡皮艇游溶洞感觉爽，只是景区还有待开发。服务也好，导游必须的，不要导游逛一圈什么也不知道，开发好了，下次还去。
106841,好好看咯，好多人的哦
106842,庐山石门涧因为夏季较少降雨，水量太少，感觉就一般。建议雨量充足时前往，相信会比较壮观
106843,很不错，值得一去了！！！
106844,超级棒，值得一玩～～～～～～～～～～～～～
106845,检票很方便，只要凭出游短信就可以了，同程值得信赖。
106846,到达智圣汤泉大约9:20，换好衣服进入温泉，先在入口第一个室外泉池好像叫做一品汤的稍作暖身，然后到室内的spa水疗区做了会冲浪按摩，披上浴巾就到了室外。大约有三、四十个个室外泉池，池子边上都有个标牌介绍功能，我也不介意这些功能，找了十几个逐次进去泡，主要去了什么太极池、三友汤、四季汤、五福汤、以及牛奶、玫瑰、芦荟、红酒、绿茶池等等不一而足。其中最热的是五福汤，有五个小点的池子，在里面泡个七、八分钟就热的感觉受不了，要出来呆会再进去，但是在这里泡透之后，虽然气温要有零下十几度，出来在池子外面一点也感觉不到冷！<LSY>泡到11点多，到石板屋的地热石板廊上躺了一会，稍作休息，然后更衣室换上休息服装，上了二楼吃饭。饭后找了个躺椅，迷糊了大约半个小时。一觉醒来，一看还不到1点半，再去泡！下午重点说下鱼疗吧！标牌上叫做亲亲鱼疗，就是池子中放上许多小鱼，人躺在里面，小鱼就来咬你身上的**皮。全身躺在水里，密集的小鱼咬你全身露着的皮肤，还有时会咬到胳肢窝，让你忍俊不禁。与咬在身上，会有强烈的酥麻感觉，感觉像是针灸，又像是过电。真是一种刺激并快乐的体会，重磅推荐！<LSY>
106847,正好遇上下雨，雨中的宏村别有一番滋味。
106848,都转发一下，可以贴自己或自己团队的照片
106849,同程订票方便，景点服务好，但水质不怎么样。。
106850,购票方便，就是中途遇到下雨，美中不足。
106851,人很多，如果人少一点可以更安静地看看我们古老的文化不错的。
106852,不错，玩得很开心，过几天推荐好朋友，同事一起来玩
106853,大明湖就是**。里边有个道观，进去说免费讲解，实际是坑人捐功德，这样反而让信佛信道人不爽。神会惩罚他们的。还有历下亭，花钱坐船上去，岛小的很，也没啥看的。
106854,景点一般，觉得票价很高
106855,好 去的时候人不是太多
106856,一次不错的旅行，同程会员日实惠。
106857,取票方便，很多人节省了不少银子。
106858,放松心情，释放压力，吃的不错。还会去
106859,整体还行！但是景点太少！
106860,景点是不错的，靠近长江，视野很开阔，两条长江大桥尽收眼底；出了门就是武昌起义纪念馆，首义公园，交通也很方便。但是服务跟不上，同程网订票换票很不方便，耽误很长时间，也影响心情，建议升级改造，别的地方刷身份证就直接进入，省时省力。里面的所谓便民设施也都是摆设，想去倒杯水也没有。票价也偏贵，感觉不值，总体来说一般。
106861,在乳山房子那住了几天，顺便去玩了下，价格有点高。
106862,总体感觉不错。风景优美、适合周末全家出行。没有全部游完，略有遗憾。最好是周末下午去，住一晚，第二天游玩一天最佳。
106863,极地海洋还是挺好玩的，门口有人推销130元的，没有理睬
106864,仙华山景点挺不错的，特别是第一次玩的话应该不会让你失望
106865,风景不错，不虚此行！
106866,"很好的一次旅游,希望下次还有这样的活动"
106867,经典景点 没去过可以去留个影
106868,人太多水有点脏，具体还可以
106869,先是订了130的结果说要23岁以下和学生证 订的时候怎么不标注 到了拿票说不行不坑？
106870,故宫全年都是节假日，看人就知道了。建议上午去，在里面待上一天。我开门进关门出，还是意犹未尽啊。
106871,景区内还好，风景比较好，可以看到长江，出了景区之后只有一条单行道！交通特别不方便，走了好久才到对面，结果打车还不去火车站，真是无语，害我损失了五百多！！！
106872,换票很方便，里面环境很优美
106873,没想到这次能抢到同程1元门票，真的好幸运，去的那天是下午去的，人非常多，但是感觉非常好，各种场馆都包括，很全面！很好！
106874,风景不错，同程网取票很方便。只是帐篷节期间漂流缩水。
106875,同程活动9.9真划算，虽然下小雨但更舒服。就是我们上午去的好多水池没水的。
106876,买的门票里面包含导游的讲解，跟着导游听听看看，还是比较有意思的
106877,建筑风格很鲜明，是很好的写生地点，交通便捷！
106878,水温各种温度都有，适合不同需求的人。
106879,服务态度好，水质也很好。适合休假的好去处。
106880,很多游客会错过此处，此次乃慕名而至，同程购票，方便！
106881,没有想象中好玩，很多都是生物标本。。。。
106882,取票很方便 但整体感觉没有想象中的好 航天科技馆里体验的东西不是很多 农业科技馆里东西没有兰陵农业园丰富 儿童乐园还不错 适合大一点的孩子 还行吧
106883,去的时候下小雨，山上都是雾气蒙蒙，我们忘记带伞啦！就到半山腰买了一次性雨衣！中号的7元钱！ 建议下次大家冒雨去别忘带雨具哦！雾大的时候不建议去，都看不了风景了！就象我们一样！可惜呀！还要我们每次出游必选同程，省钱，方便！呵呵
106884,里面很漂亮.就是出来后卖东西的太多了，值得一来
106885,"龙虎山的风景太迷人了,道家的理论,无蚊树很意思,竹排让我感觉到了桂林,桂林山水甲天下也不过如此,在龙虎山面前我认为桂林不足吸引我!景区管理很好,很干净,景区的交通车很便利!很值得大家去玩!"
106886,挺好玩的，一元很实惠，景点很漂亮，不过大部分时间都在坐船。
106887,还好吧，是来武汉必去的景点之一，不管怎么样，来了武汉就上去看看吧
106888,第二次去，一如既往的风景如画，同程定票很方便，不过黄山周边的门票一年比一年贵啊！
106889,方便易行领海风扬超赞
106890,年前去了趟天沐，同程上的票价比周围店里卖的还便宜，很好，也很方便，直接前台说姓名就可以
106891,便宜好服务值得一去！！！！！
106892,同程订票实在是太方便了，只是景区人太多人，商业味道太浓！有点像是步行街，美食街！
106893,今天早上七点多去的，有免费导游讲解，宏村在古代是不错的地方，现在也只能当成旅游的一个项目，要说景点依我看还没有晚上的阿菊演出好看，
106894,服务较好，管理也好，需要增加餐饮、女卫生间。
106895,俗话说：不到三叠泉，不为庐山客!呵呵!让人难忘的1600级台阶。
106896,谁有低价票一百张左右 电话联系15098589220 同**
106897,首先对同程取票的方便程度加以肯定。因为有了打折的票，所以对于青云山的旅行，多少就忍耐了。<LSY>进入青云山之后内部的有明显的路牌，上面写着“最佳旅游线路”。跟着这个路牌就可以很顺利的游遍青云山。<LSY>游玩时间共计4小时，成年人，无小孩，走走停停的状态。其中最好玩的就是野人谷了，很好玩，他们藏在各种不经意的地方，草堆里，大树上，画着牛头的小木窝里……突然就蹦出来了，吓人一大跳。都是年轻人，就一个是老奶奶，坐着要吃的的，我给了她两个士力架，一转身，她就把它们放进身后木杆上挂着的袋子里了……额<LSY>端午节出行，青云山里面竟然人也很少很少，<LSY>总之，青云山，是一个适合家人一起出去当做踏青去处的地方。并非想象中的游乐设施等先进、集中地旅游景点。<LSY>滑草和漂流的环节，也是至今为止我玩过的景点里面最短的。
106898,同程订票取票很方便，景区风景秀丽，管理比较规范
106899,还是不错的，山庄里也没有地方玩，带孩子去泡个温泉游个泳，主要是孩子喜欢！
106900,说实话，故宫就是破房子，没去过去见过一下，去过后绝不再去了。进去后都是锁门的，那看什么，都是喵在窗户上挤着看，还不如电视上看的好看。到实地后，完全破坏了心目中的美好向往。
106901,中国黄山画里乡村果然名不虚传
106902,"整体来说值得一去,虽然很多都是重新修复或者修建的.东区没有开放.只是停车场而已,强烈建议从南门或者西门进入.东门适合驾车者及体力充沛者.爬黄鹤楼要一口气,70岁以上及腿脚不便(残疾者)可乘坐电梯.就是性价比严重偏离标准.觉得30-40差不多."
106903,景色非常好，很值得一去。
106904,"比想象中的好,值得一去"
106905,封禅+泰山门票155元，超级划算。光泰山门票就要127元，封禅相当于才28元，而且封禅演出气势磅礴，值得一看。取票方便，就在剧场的入口处，第一天看演出，第二天登泰山，还不用在泰山售票处排队呢，推荐
106906,去时小雨 不过别有风味 很不错
106907,很方便啊，就在正门口换票。就是优惠的价格不多啊！
106908,乘着儿子暑假带儿子来到我国四大明山之庐山，苏州开到九江700多公里，历时10个小时，我们是在庐山南山游客中心取的票，很是方便快捷
106909,好，交通方便，就是旅店不够啊！
106910,之前就在同程团购过景点门票，挺方便的，现场买现场取票
106911,跟男朋友一起去的，好开心呀。藏品真的很丰富，但是娱乐性可能稍微差了一点点，因为太专业啦~
106912,取票很方便，一进大门，右边的假日**就可以取票，非常快捷。。
106913,感觉在同程网订票很便宜，很方便，而且取票没排队，游玩的也很开心，非常满意
106914,不用排队，直接刷身份证入园，非常方便。
106915,用同程网订票、取票都很方便。以后还要选择同程。
106916,同程网预订快捷方便，到达景点后轻松取票，按照预订付现。优惠多多哦！是家庭，朋友团体出游的最佳选择。
106917,非常好!黄鹤楼依然是很重要的历史遗产，今天是我第四次去了，景区秩序很好，不错!
106918,很有文化韵味～票号，钱庄～很值得再去～
106919,套票里的景点没在一个地方，送的电影票要坐车十分钟才能到，总体来说不是很值。
106920,景点不错，就是人挺多。但是玩的还挺开心！
106921,不错，就是门票有点小贵，看看还是值得
106922,山不是很高，适合家庭，亲朋好友避暑，休闲，放松心情。。。
106923,取票很方便，价格也很优惠，很开心，一如既往的支持同程。
106924,不太喜欢宏村，感觉浪费了，西递不错
106925,华山西线索道果然名不虚传，4000多米的长度，太棒了，景色也美，感慨大自然的鬼斧神工
106926,安排旅路线合理，解决了光公园最愁的～淡季人不多，动物有些没有。
106927,很好了，很好了，真的很好了
106928,不能退，赶上下雪，浪费了好心疼
106929,不愧为天下苐一楼，景色壮观
106930,方便快捷，非常好哟！
106931,不巧，在外立面维修，没有看到全貌
106932,江南水乡的感觉，在北方能看到非常好
106933,0不孬，了解古文化！！！！
106934,温泉不错，泡得很舒服，就是自助餐不太满意，不值40一位啊
106935,直接刷身份证人园，不用取票
106936,宏村还不错，南湖和月沼。天气不同。景色就不一样。
106937,拖鞋好脏好脏 都长毛了 满屋子都是臭味
106938,门票价格小贵，小吃很贵。
106939,迟来的评价。一切都是那么好好好。
106940,设施太陈旧，落后了，比蓬莱济南的都不如，但人是贼多呀
106941,可能是小长假，人特别的多，景区换票站大长排，有人维持秩序，就不能多开一个口换票，弄的去的人都要打起来了，
106942,不错 表演节目比较好看
106943,值得一玩，座车到顶，玩拜寿台，悬空栈道
106944,很好，刷身份证即可，很方便
106945,前一天定的票，第二天用，很方便！
106946,没用，也不知道怎么用！
106947,别有情趣的古村，月沼很棒
106948,非常好的地方，风景好，非常满意～9
106949,给爸妈买的，很好看！很优惠！
106950,很美的村庄、真想一直生活在那水墨画般的美景中！
106951,人太多，但是故宫很美，1。
106952,同程上订票非常方便，提前一天还有短信
106953,票没问题，就是景区设施很陈旧了，服务也不好
106954,青岛啤酒够劲，看来以后得喝青岛啤酒了
106955,不错，不过夏天来应该会更好。 美食不错的
106956,人超多，导游讲解的还行。
106957,温泉很不错，设备齐全。服务也很到位。很适合一家人。而且有不少儿童的游乐区。正好可以打发孩子的无聊。大人也可以安心的泡温泉。青岛周边旅游不错的选择
106958,类似江南古镇。没觉得多好。门票价格太贵。不值得。
106959,很可惜，没去成，本来约好和朋友一起去的，只可惜只有两人抢到本月21日的票，其他朋友再抢时就只有22日的票了，而且是秒杀还不见得抢到，所以最终大家放弃了，没有成行，遗憾！
106960,今天去玩的人不多，没用排对取票很快！取票窗口开的很少，指示不明确！老年证换票不在一起，放在了服务大厅，不方便老年人。电瓶车坐不坐都行，走路就十分钟左右！地下里面很大，很值得一看。里面的钟乳石部分损坏的很可惜！其余地方没去。自助餐40元，真心不好，汤都不热。园区很大，指示牌不是很明确，岔道很多，都能出去。园内景色不错，估计再过半月左右满园玉兰树全开了，会更漂亮。
106961,取票方便，老牌温泉 室内外都有<LSY> 正赶上周六下雪很难得<LSY>人也挺多的 停车免费
106962,一元秒杀的门票很超值，希望以后多推出这样的活动。
106963,网上订票很简单，取票也很方便快捷，很方便。<LSY>这个季节实在是不合适来这里， 一点水也没有 而且卫生很差 ，到处都是垃圾 。还是挑合适的时间来吧。
106964,不错建筑很壮观气势雄伟
106965,直接刷身份证进入很方便，里面的建筑很宏伟壮观
106966,天然的温泉，真的挺不错，自驾游方便<LSY>住宿就非常扯，隔壁酒店1000一晚，贵还不包含温泉门票<LSY>携程上有家叫济州岛国际温泉酒店的瞎扯假照片，就是大门口左手边小路上第一家两层私人木头房，还挂460一晚，附近民宿很好很便宜。
106967,这是我第三次去。带亲戚去的。他们也说不一般的好。
106968,节省了高峰期排队买票的时间，尤其是在节假日限票的情况下，更能体现出优势，唯一不足的就是要到午门入场（因故宫有两个入口）初次购票体验的亲们要做好出行乘车的功课
106969,挺有感觉的，人也不多，三个演员都很卖力。
106970,一点也没用到，好像被骗了。
106971,方便出行 快捷出行 满意
106972,不错，强度适中，有看点，东西价格合理
106973,本来奔着水上游乐项目去的，尤其是漂流。结果不知道什么原因全关闭了，还有说好的民俗表演，连个影子也没见着。
106974,很不错的地方，天气不错。
106975,故地重游，还是一样景色。
106976,总的不错 以后想出去玩还是等假期以后再去&#183;&#183;&#183;
106977,总体还不错&#39;以后搞活动还会来&#39;好多地方没去
106978,有折扣，取票也方便，下次还在同程订
106979,很不错，孩子玩的很疯。就是储物柜收费，有点小伤。
106980,因行程改变，没去成。以前去过两次，挺好的。这次没去成也无法退款，无所谓了，1元钱。
106981,景区整体效果不错，从进门开始到出洞，约需1小时左右。大门口的雨衣不要买，用不着；停车直接停到售票处附近；买票后不要坐小飞龙，走路约计15分钟就到检票口（不在乎人民币的绕过）。景色还好，就是时间不长就游完了。个人感觉景区还需继续开发、升级，否则对不起门票价格？？？？
106982,很满意里面很好玩 真是大人小孩娱乐的好场所
106983,值得去玩，水也很清，
106984,感觉很不错玩的很开心
106985,取票方便！孩子们玩得开心！不错的游玩！以后常来？？
106986,不止一次去了，孩子玩的很嗨，水质清澈。有时间还去。
106987,总体来说挺好的，室内的不会晒到皮肤挺好，玩的项目也都不错，孩子玩的挺开心，不过造浪池一般般，不如其他地方的造浪池面积大，没有专门的大型造浪和dj，只是时不时的一小波的浪，漂流的不错。
106988,周末去的，所以提前都做好了准备，取票很方便，也不用等候。九点多一点我们就进去了，当时人还不是很多，虽然比想象中的小一些但环境很不错，娱乐项目很刺激，也不用等候很长时间，水还很干净，大人孩子都玩的很开心，午餐我们是自备的，所以花销除了门票其余的没花多少。直到下午三点多我们才出来，下次有机会还会去的。
106989,票是同程买的，太直值了。项目多也好玩，刺激，值得推荐。
106990,不错了，就是晒的慌，总体来讲还是够嗨
106991,太好玩了！孩子大人都很嗨！
106992,这个时间去挺好，人不太多，孩子玩的也很好，就是水有点凉。玩的不错！同程买也很优惠！
106993,在网上订的票，刷身份证直接进，里面项目很多，都很高兴
106994,很好，水很干净，玩得很开心
106995,很好，就是不让穿拖鞋太硌脚了
106996,很好玩，就是人太多，换票速度很快！
106997,这里的环境不错，比较原生态，空气也很好。山不算高，所以爬起来比较轻松，也非常适合大家去锻炼身体。上山的路上有很多卖水、卖水果，还有卖其它小玩意的人。<LSY>觉得不虚此行的就是双龙大裂谷了。刚入谷的时候发现，就是一条裂缝，还能抬头看到天空，就像一线天一样。再往里走，不知不觉间光线越来越暗，台阶越来越陡，再抬头发现竟然看不到天空了。里面的湿度越来越大，地面上都是水迹。也越来越滑了，只好紧紧抓住旁边的铁链以防摔倒。现在是夏天，外面温度比较热，这里面的温度却是越来越低了，走到最里面时，似乎有冬天的感觉，哈口气竟然都能看到水气。这次是带着儿子一起去的，看到儿子小心翼翼的走着，脸上露出了惊叹又激动的表情，感觉真是感觉不虚此行啊。此时我的心里还想着赶紧走出去，里面又滑又暗，心里竟然有了一些胆怯。继续走着，发现台阶开始往上了。不知什么时候，忽然抬头一看，惊喜的发现前方不远处有一丝光亮，就像女神之光一样，此刻别提有多高兴了。终于走出来了，此时心情既激动又放松，我们就在这里附近的走廊里，一起吃了午餐。<LSY>吃完午餐以后，我们继续往前走，走了一段路以后就到黄龙洞了，因为我们之前去过地下大峡谷，所以也就没兴趣进入黄龙洞去观看了。继续走，就是往山下走了，这里有一个滑道，我和儿子一起花了50元，坐了滑道。儿子非常高兴，这次来主要就是体验滑道的。下了滑道往前走不远处，有个老奶奶在那里卖油桃。2元1斤，吃的还很好吃，我就买了五斤。<LSY>好了，不说了，说的也比较多了，总之这个地方还是比较推荐大家去游玩的。
106998,冲浪挺好玩的，孩子玩的不出来了，就是天有点阴，有点冷，没有玩尽兴。
106999,带父母一块去的，有意义的一次旅行
107000,挺好玩的 不过出门还是别带小孩去玩 担心受怕的
107001,不错，10年前上学的时候来过，可以早上6点左右上去，可以不花钱（据我一个当地同学说）
107002,塔山是烟台著名的游乐场，每逢周末及节假日，是巿民游玩的好去处。
107003,与爱同行，forever。love
107004,多亏携程，没现金了，就急呀。。
107005,八大关就是好多条路在里面随便走可以看到很多景色，里面有公主楼，花石楼，蝴蝶楼景点，有通票40一张，就是一些建筑物，我不太喜欢，以前的建筑物立面楼梯很窄，所以旺季人特别多，导致里面很拥挤很闷热，八大关到头是海水浴场，可以游玩
107006,挺好玩的，过山车很刺激，还有很多小朋友玩的项目，集娱乐科普于一体。
107007,景色赞赞\(≧▽≦)性价比赞赞\(≧▽≦)/趣味性赞赞\(≧▽≦)/青岛赞赞\(≧▽≦)/总的来说就两个字赞赞\(≧▽≦)/
107008,青岛是个高颜值的城市，分分钟？上他~
107009,啤酒酒屋真的不错，有历史的厚重感！
107010,跟男朋友一起来玩的，温泉种类很多，我们差不多都泡了一遍，很舒服，水上乐园由于天气转凉，水是凉的，没敢玩，没玩成很可惜呐。总的来说还是很不错的，周末出来放松放松的好选择，唯一的缺点就是人很多，休息室可能抢不上位子。
107011,景区有点小，有些设备已经老化了，管理人员也少。游人也少。
107012,带着孩子来的很喜欢这里还会再来
107013,场面宏大，气势磅礴，推荐观看。用携程提前订票，在入口处可直接取票，非常适合自助游。
107014,佩服德国人，连监狱建造的都这么美观。部分房间已经拿出来改造成宾馆，名为海滩古堡宾馆，我特意来住了两天。很好。
107015,人工造的景区，走走停停，拍拍照片，累了坐下来休息一下。挺适合拍照的。孩子玩的开心，买包食喂天鹅跟鱼，如果怕累，可以去坐景区电瓶车，单收费的。
107016,景色不错，管理规范，文化价值是其真正所在。
107017,带孩子坐了两次，孩子非常喜欢！
107018,第一次来，可能是因为五一假期，人太多太多，根本走不动，总体来说动物种类比较全，还不错，全程不走回头路，用了半天时间才出来，一个字累，建议带孩子的千万不要推车子，山路没法走，能少带东西就少带点
107019,很远的地方就可以看到景区入口的招牌，当地人很热情的
107020,风景不错，空气清新，就是去的早点了，没看到满山的红叶，建议还是霜降以后去。。。。
107021,好汉城真好汉 好汉城真好汉 好汉城真好汉 好汉城真好汉 好汉城真好汉 好汉城真好汉 好汉城真好汗
107022,我们是从孔府的后门出去的，我也不知道那地方叫什么，七拐八弯的就走到了一街上，一路上就不断地有人象口香糖一样的粘着问要不要坐车去孔林。我们本就不打算坐车去拜谒孔墓，因为觉得那样不够虔诚。结果走了约30分钟就到了。还没进大门就下雨了，这老天爷真的很够意思，因为下雨，游人稀少，古柏森森，荒冢随处可见，孔林在雨中更显阴森，所以，去拜谒了孔墓后便没了游兴。
107023,太棒了，风光无限，可以无障碍游览！！！残疾朋友都可去！
107024,门票不贵，一会儿就能参观完，有各种照片还有刑具，还行吧，无功无过
107025,值得一去，跟老舍写的一样，百闻不如一见
107026,大明湖有收费和免费区域。个人觉得，收费区域一般，免费区域就是环湖。经典的几个景点，雨荷厅什么都在收费区。可以选择从西门进，东门出，在收费区游览，然后再进入免费区，最后由曲水亭街出，到芙蓉街。 趵突泉和五龙潭很近，两个景点游玩大约3个小时。但是由于干旱，泉水已经基本看不出来泉涌的了。不过还是值得一去，毕竟是风景名胜的。
107027,景区很大，自然景观很好，休闲放松心情的好去处，赞一个
107028,物有所值好好好好好好好好好好好
